Id,AccountId,FirstName,LastName,Email,Phone,MobilePhone,Title,Department,MailingStreet,MailingCity,MailingState,MailingPostalCode,MailingCountry,LeadSource,OwnerId,CreatedDate,LastModifiedDate,IsDeleted
00300010810,00100010301,Kevin,Sanchez,kevin.sanchez@chung-jones.biz,001-409-381-1220,812-785-1368x40541,Director Finance,HR,0412 Danielle Prairie Apt. 179,North Donaldview,MH,24176,USA,Trade Show,0050009,2022-06-11 17:21:13,2022-12-29 17:21:13,False
00300010811,00100010302,Frederick,Hall,frederick.hall@miller.com,2082777519,622.560.7347,Director Finance,HR,24029 David Junctions Suite 799,East Aimeeview,DE,25777,USA,Partner Referral,0050014,2022-10-10 17:21:13,2022-12-08 17:21:13,False
00300010812,00100010302,Eugene,Mcdonald,eugene.mcdonald@miller.com,784-664-3103x233,476.373.0585,VP Operations,IT,24029 David Junctions Suite 799,East Aimeeview,DE,25777,USA,Partner Referral,0050014,2022-08-10 17:21:13,2023-02-07 17:21:13,False
00300010813,00100010303,Christine,Mcclure,christine.mcclure@rodriguez.com,359-496-8224x312,(358)689-8392x307,VP Marketing,Marketing,8477 Hunt Locks,West Gerald,TX,94531,USA,Phone Inquiry,0050006,2024-06-12 17:21:13,2025-04-25 17:21:13,False
00300010814,00100010303,Daniel,Leblanc,daniel.leblanc@rodriguez.com,001-657-906-7077x92445,497-611-3156x87310,VP Marketing,Finance,8477 Hunt Locks,West Gerald,TX,94531,USA,Event,0050006,2024-03-31 17:21:13,2025-03-11 17:21:13,False
00300010815,00100010303,Eric,Brock,eric.brock@rodriguez.com,296-539-4684x58310,(485)987-2632x750,CEO,HR,8477 Hunt Locks,West Gerald,TX,94531,USA,Web,0050006,2024-08-14 17:21:13,2025-01-14 17:21:13,False
00300010816,00100010303,Cynthia,Obrien,cynthia.obrien@rodriguez.com,(942)510-2387x2880,(864)697-0695x99019,Manager Procurement,Finance,8477 Hunt Locks,West Gerald,TX,94531,USA,Phone Inquiry,0050006,2024-07-22 17:21:13,2025-05-21 17:21:13,False
00300010817,00100010304,Jeffrey,Bates,jeffrey.bates@bradley-morris.com,001-335-962-3950x211,7005082220,Director IT,HR,08496 Munoz Wells Suite 601,Port Marcus,WY,24869,USA,Trade Show,0050010,2022-10-19 17:21:13,2023-09-29 17:21:13,False
00300010818,00100010304,David,Jackson,david.jackson@bradley-morris.com,+1-293-695-6089,(361)371-0147x82475,CEO,HR,08496 Munoz Wells Suite 601,Port Marcus,WY,24869,USA,Purchased List,0050010,2022-11-01 17:21:13,2023-04-11 17:21:13,False
00300010819,00100010304,Rebecca,Lee,rebecca.lee@bradley-morris.com,7669506888,001-460-627-3160x350,Senior Buyer,HR,08496 Munoz Wells Suite 601,Port Marcus,WY,24869,USA,Partner Referral,0050010,2022-10-28 17:21:13,2023-02-28 17:21:13,False
00300010820,00100010304,Rachel,Peterson,rachel.peterson@bradley-morris.com,(832)670-5241x6945,(686)267-6469x1428,Senior Buyer,Procurement,08496 Munoz Wells Suite 601,Port Marcus,WY,24869,USA,Purchased List,0050010,2022-12-15 17:21:13,2023-02-13 17:21:13,False
00300010821,00100010305,Andre,Michael,andre.michael@smith-logan.org,9133743784,5735823225,Senior Buyer,Marketing,84919 Fleming Mews,Lisaborough,ID,07010,USA,Event,0050007,2024-03-27 17:21:13,2024-10-05 17:21:13,False
00300010822,00100010305,Timothy,Deleon,timothy.deleon@smith-logan.org,(623)334-5015,776.357.8661x0000,CFO,Procurement,84919 Fleming Mews,Lisaborough,ID,07010,USA,Trade Show,0050007,2024-08-05 17:21:13,2024-10-17 17:21:13,False
00300010823,00100010305,Melissa,Martinez,melissa.martinez@smith-logan.org,(624)279-3933x4891,(269)263-1555,CTO,Procurement,84919 Fleming Mews,Lisaborough,ID,07010,USA,Web,0050007,2024-06-19 17:21:13,2025-01-04 17:21:13,False
00300010824,00100010306,Wesley,Wood,wesley.wood@coffey.org,001-657-651-3183x82370,668-350-1381x385,Manager Procurement,Finance,0880 Newman Cliff,Davischester,VA,39953,USA,Partner Referral,0050017,2024-12-05 17:21:13,2025-10-07 17:21:13,False
00300010825,00100010306,Andrea,Parker,andrea.parker@coffey.org,+1-532-964-5701x773,+1-401-906-5360x54971,VP Operations,IT,0880 Newman Cliff,Davischester,VA,39953,USA,Event,0050017,2024-09-24 17:21:13,2025-07-16 17:21:13,False
00300010826,00100010307,Becky,Miller,becky.miller@jackson.com,2828627756,001-804-318-6960x956,Director Finance,Marketing,15632 James Valleys,Lisaside,AL,90710,USA,Web,0050004,2021-09-04 17:21:13,2022-04-09 17:21:13,False
00300010827,00100010308,Christopher,Mclaughlin,christopher.mclaughlin@robinson.com,+1-828-692-1075,558.830.9753,VP Marketing,IT,718 Becky Shore Suite 457,North Joseph,LA,93743,USA,Event,0050019,2022-07-17 17:21:13,2023-03-24 17:21:13,False
00300010828,00100010308,James,Rosario,james.rosario@robinson.com,001-328-996-9186,868-463-4549x64220,VP Marketing,Operations,718 Becky Shore Suite 457,North Joseph,LA,93743,USA,Purchased List,0050019,2022-11-09 17:21:13,2023-08-12 17:21:13,False
00300010829,00100010309,Matthew,Cooper,matthew.cooper@schmidt.net,001-630-303-5808x75634,001-908-485-3488x3192,CTO,Executive,7281 Jeffery Lakes Suite 798,Port Ricardo,CA,36917,USA,Phone Inquiry,0050006,2024-06-29 17:21:13,2025-05-26 17:21:13,False
00300010830,00100010310,Shari,Singleton,shari.singleton@williams.com,383.840.7932x818,+1-571-877-1103x40207,Director Finance,Finance,8685 Scott Land,North Deborahchester,ID,39036,USA,Trade Show,0050017,2023-06-17 17:21:13,2024-03-28 17:21:13,False
00300010831,00100010310,Carl,Collins,carl.collins@williams.com,241.279.1848x000,233-602-1489,VP Operations,Procurement,8685 Scott Land,North Deborahchester,ID,39036,USA,Trade Show,0050017,2023-06-15 17:21:13,2024-02-21 17:21:13,False
00300010832,00100010310,Ruth,Miller,ruth.miller@williams.com,001-639-621-5819x2772,876.345.6184,CTO,Marketing,8685 Scott Land,North Deborahchester,ID,39036,USA,Trade Show,0050017,2023-07-16 17:21:13,2023-09-26 17:21:13,False
00300010833,00100010311,Nathaniel,Barker,nathaniel.barker@lopez.com,+1-233-365-9747,887-719-2908x3382,CTO,Sales,18143 Myers Courts Apt. 473,Port James,SC,38248,USA,Purchased List,0050015,2022-02-26 17:21:13,2022-08-07 17:21:13,False
00300010834,00100010311,Robert,Knight,robert.knight@lopez.com,+1-396-881-2666,001-899-727-7086x6574,CFO,Finance,18143 Myers Courts Apt. 473,Port James,SC,38248,USA,Purchased List,0050015,2022-05-05 17:21:13,2023-03-19 17:21:13,False
00300010835,00100010311,Mary,Cole,mary.cole@lopez.com,+1-859-477-6738x00750,637.333.9347,VP Sales,Executive,18143 Myers Courts Apt. 473,Port James,SC,38248,USA,Phone Inquiry,0050015,2022-01-23 17:21:13,2022-07-26 17:21:13,False
00300010836,00100010312,Sara,Higgins,sara.higgins@bell.com,(278)786-5707x38546,(717)932-1330,CEO,HR,24120 Montes Prairie Apt. 737,North Lorishire,TX,38598,USA,Web,0050016,2022-12-15 17:21:13,2023-08-21 17:21:13,False
00300010837,00100010312,Erin,Silva,erin.silva@bell.com,+1-288-502-2955x7693,607.599.1906x2315,Director Finance,HR,24120 Montes Prairie Apt. 737,North Lorishire,TX,38598,USA,Trade Show,0050016,2023-01-16 17:21:13,2023-04-26 17:21:13,False
00300010838,00100010313,Kendra,Carter,kendra.carter@myers-butler.com,897-947-0848,817-524-9859,Senior Buyer,Sales,589 Rodriguez Spur Apt. 263,West Tyler,IA,76206,USA,Purchased List,0050003,2021-08-19 17:21:13,2022-06-03 17:21:13,False
00300010839,00100010314,Jonathan,Henderson,jonathan.henderson@keller-smith.com,001-809-441-6267x2408,+1-870-913-2156,Senior Buyer,Procurement,167 Roberts Branch Suite 272,Cindyburgh,ME,64310,USA,Purchased List,0050013,2022-06-22 17:21:13,2023-05-23 17:21:13,False
00300010840,00100010314,Bryan,Rhodes,bryan.rhodes@keller-smith.com,+1-418-271-7104x599,818.298.0221x3189,VP Sales,Marketing,167 Roberts Branch Suite 272,Cindyburgh,ME,64310,USA,Web,0050013,2022-06-19 17:21:13,2023-01-15 17:21:13,False
00300010841,00100010315,Lawrence,Lee,lawrence.lee@taylor-spencer.com,761-717-3417x4146,351-723-3559x1649,VP Operations,Finance,42369 Kelly Bypass,Fitzpatrickbury,AS,89433,USA,Event,0050005,2024-09-13 17:21:13,2025-05-23 17:21:13,False
00300010842,00100010315,Diana,Sullivan,diana.sullivan@taylor-spencer.com,8367338648,2073443525,Director IT,Marketing,42369 Kelly Bypass,Fitzpatrickbury,AS,89433,USA,Phone Inquiry,0050005,2024-07-06 17:21:13,2025-07-05 17:21:13,False
00300010843,00100010315,Toni,Miller,toni.miller@taylor-spencer.com,(336)547-0669x677,714-552-4486x491,Manager Procurement,Sales,42369 Kelly Bypass,Fitzpatrickbury,AS,89433,USA,Phone Inquiry,0050005,2024-07-13 17:21:13,2025-03-21 17:21:13,False
00300010844,00100010316,Michael,Johnson,michael.johnson@daniels.biz,5434518406,+1-346-451-3271x004,CEO,Executive,266 Dillon Mills Suite 857,Ronaldchester,MT,60962,USA,Trade Show,0050004,2022-03-17 17:21:13,2022-04-29 17:21:13,False
00300010845,00100010316,Ruben,Mckay,ruben.mckay@daniels.biz,001-243-384-7098x19205,(833)792-3625x9328,CEO,Finance,266 Dillon Mills Suite 857,Ronaldchester,MT,60962,USA,Trade Show,0050004,2022-06-27 17:21:13,2022-07-13 17:21:13,False
00300010846,00100010316,Tracy,Floyd,tracy.floyd@daniels.biz,292-249-1283,(323)981-8392x45167,Director Finance,Executive,266 Dillon Mills Suite 857,Ronaldchester,MT,60962,USA,Partner Referral,0050004,2022-03-31 17:21:13,2022-08-28 17:21:13,False
00300010847,00100010317,Shannon,Martinez,shannon.martinez@bowman.com,001-596-507-9117x292,001-859-413-3531x535,CFO,IT,701 Joseph Run Apt. 591,Arianamouth,VI,08478,USA,Partner Referral,0050006,2022-05-13 17:21:13,2022-10-01 17:21:13,False
00300010848,00100010317,Jennifer,Daniels,jennifer.daniels@bowman.com,924.350.4094x147,001-468-328-9821x82446,Senior Buyer,Finance,701 Joseph Run Apt. 591,Arianamouth,VI,08478,USA,Trade Show,0050006,2022-07-01 17:21:13,2023-04-03 17:21:13,False
00300010849,00100010318,Ricardo,Bennett,ricardo.bennett@cardenas.com,+1-470-438-6473x223,626-337-8368x125,VP Marketing,Finance,29181 James Mountains,Port Williamfurt,AR,16467,USA,Purchased List,0050012,2025-06-28 17:21:13,2025-09-23 17:21:13,False
00300010850,00100010318,Kelly,Kidd,kelly.kidd@cardenas.com,878.647.5904x47417,244.810.5794,CFO,Sales,29181 James Mountains,Port Williamfurt,AR,16467,USA,Purchased List,0050012,2025-08-11 17:21:13,2026-05-28 17:21:13,False
00300010851,00100010318,Heather,White,heather.white@cardenas.com,(732)393-2444x834,001-795-650-8977,Director Finance,Marketing,29181 James Mountains,Port Williamfurt,AR,16467,USA,Trade Show,0050012,2025-08-20 17:21:13,2026-05-29 17:21:13,False
00300010852,00100010318,Troy,Love,troy.love@cardenas.com,357-806-6250,(620)943-7714,Senior Buyer,IT,29181 James Mountains,Port Williamfurt,AR,16467,USA,Trade Show,0050012,2025-08-24 17:21:13,2025-10-21 17:21:13,False
00300010853,00100010319,Frederick,Holmes,frederick.holmes@mcdonald.info,001-726-815-2830,+1-220-480-8207,CFO,Finance,7441 Richardson Harbor,Cruzville,NH,55144,USA,Web,0050010,2022-06-11 17:21:13,2022-08-09 17:21:13,False
00300010854,00100010319,George,Johnson,george.johnson@mcdonald.info,(752)610-9423,791.330.2792x9902,Director IT,Finance,7441 Richardson Harbor,Cruzville,NH,55144,USA,Web,0050010,2022-03-25 17:21:13,2022-12-29 17:21:13,False
00300010855,00100010319,Andrew,Pope,andrew.pope@mcdonald.info,(527)798-2579,+1-243-926-0322x408,VP Operations,Procurement,7441 Richardson Harbor,Cruzville,NH,55144,USA,Trade Show,0050010,2022-04-19 17:21:13,2023-01-22 17:21:13,False
00300010856,00100010320,Thomas,Johnson,thomas.johnson@williamson.com,778.417.1506,360-788-8959x2085,VP Operations,Operations,8681 Diana Knoll,Stephenberg,KY,86804,USA,Partner Referral,0050009,2024-07-31 17:21:13,2025-03-14 17:21:13,False
00300010857,00100010321,Christopher,Lopez,christopher.lopez@shelton-perez.com,+1-386-360-0999x7494,001-771-259-0364x87372,CTO,IT,753 Daniel Extensions Suite 610,Dannyland,NV,49564,USA,Phone Inquiry,0050004,2025-05-15 17:21:13,2025-09-04 17:21:13,False
00300010858,00100010321,Kari,Thomas,kari.thomas@shelton-perez.com,+1-896-984-8343x297,954-329-5995,CFO,Finance,753 Daniel Extensions Suite 610,Dannyland,NV,49564,USA,Trade Show,0050004,2025-04-14 17:21:13,2025-06-06 17:21:13,False
00300010859,00100010322,Kristin,Turner,kristin.turner@bennett.net,+1-570-707-1910x35336,+1-821-872-3405x155,CTO,Finance,90130 Patricia Lake,Carrollland,MA,24789,USA,Purchased List,0050011,2026-01-05 17:21:13,2026-05-12 17:21:13,False
00300010860,00100010322,John,Noble,john.noble@bennett.net,+1-743-687-0611x54211,+1-819-826-5951x733,Director IT,IT,90130 Patricia Lake,Carrollland,MA,24789,USA,Web,0050011,2025-10-06 17:21:13,2025-10-23 17:21:13,False
00300010861,00100010322,Rodney,Dunn,rodney.dunn@bennett.net,331-337-4001x980,4638822443,Senior Buyer,Sales,90130 Patricia Lake,Carrollland,MA,24789,USA,Partner Referral,0050011,2025-11-14 17:21:13,2026-03-29 17:21:13,False
00300010862,00100010322,Michael,Baker,michael.baker@bennett.net,001-751-789-8197,279-515-4369,VP Sales,Procurement,90130 Patricia Lake,Carrollland,MA,24789,USA,Web,0050011,2025-10-19 17:21:13,2025-12-03 17:21:13,False
00300010863,00100010323,Joseph,Morrison,joseph.morrison@delgado-johnson.biz,389-230-4940x809,5695569819,Director Finance,Executive,850 Lori Highway,Peterstad,CA,21192,USA,Event,0050014,2023-06-16 17:21:13,2023-08-16 17:21:13,False
00300010864,00100010323,Sarah,Braun,sarah.braun@delgado-johnson.biz,216.579.2664,001-207-350-5999x064,VP Marketing,Operations,850 Lori Highway,Peterstad,CA,21192,USA,Trade Show,0050014,2023-04-25 17:21:13,2023-08-11 17:21:13,False
00300010865,00100010323,Brian,West,brian.west@delgado-johnson.biz,7914796510,7867537494,CTO,Marketing,850 Lori Highway,Peterstad,CA,21192,USA,Purchased List,0050014,2023-07-24 17:21:13,2024-07-11 17:21:13,False
00300010866,00100010324,Jennifer,Gonzalez,jennifer.gonzalez@turner-horn.com,518.656.6549,881.526.8881x078,Director Finance,Procurement,38503 Jones Port,West Tinachester,PA,97401,USA,Event,0050017,2021-04-17 17:21:13,2022-04-16 17:21:13,False
00300010867,00100010324,Gregory,Miller,gregory.miller@turner-horn.com,703.707.8176x232,281.919.1277x61518,VP Operations,Marketing,38503 Jones Port,West Tinachester,PA,97401,USA,Event,0050017,2021-06-23 17:21:13,2022-05-13 17:21:13,False
00300010868,00100010324,Whitney,Heath,whitney.heath@turner-horn.com,824-767-6004x2597,812.354.4584x7951,VP Marketing,Marketing,38503 Jones Port,West Tinachester,PA,97401,USA,Phone Inquiry,0050017,2021-05-07 17:21:13,2021-07-31 17:21:13,False
00300010869,00100010325,Jonathan,Nash,jonathan.nash@allen.org,+1-801-440-9054x449,+1-952-816-5389x7390,VP Sales,HR,960 Williams Trafficway,Dominguezchester,UT,56446,USA,Partner Referral,0050001,2023-09-10 17:21:13,2023-11-21 17:21:13,False
00300010870,00100010325,Peter,Morales,peter.morales@allen.org,(924)242-0315x799,(858)511-2450x7783,CEO,Finance,960 Williams Trafficway,Dominguezchester,UT,56446,USA,Trade Show,0050001,2023-05-28 17:21:13,2023-09-11 17:21:13,False
00300010871,00100010325,Mark,Lowe,mark.lowe@allen.org,+1-468-501-9227x166,+1-735-326-0177x265,Manager Procurement,Finance,960 Williams Trafficway,Dominguezchester,UT,56446,USA,Partner Referral,0050001,2023-04-21 17:21:13,2024-02-07 17:21:13,False
00300010872,00100010326,Mary,Harris,mary.harris@deleon-carter.com,(213)254-2701x82332,(953)304-6740,Director IT,Finance,30102 White Cape,Michaelbury,LA,17503,USA,Trade Show,0050017,2021-02-02 17:21:13,2021-11-02 17:21:13,False
00300010873,00100010326,Amy,Wise,amy.wise@deleon-carter.com,001-853-431-1564x835,001-487-353-1848x3364,CEO,Procurement,30102 White Cape,Michaelbury,LA,17503,USA,Event,0050017,2021-01-15 17:21:13,2021-11-17 17:21:13,False
00300010874,00100010327,Melvin,Hoover,melvin.hoover@brown.biz,001-564-558-7166,001-303-422-1688x070,Director IT,Finance,56974 James Dam,West Judy,IL,16589,USA,Purchased List,0050005,2022-12-18 17:21:13,2023-03-15 17:21:13,False
00300010875,00100010328,Molly,Miller,molly.miller@armstrong-carroll.net,001-555-574-1251x218,801-879-1944x5576,VP Sales,Executive,33626 Donna Bypass Suite 095,Lisashire,IL,99755,USA,Phone Inquiry,0050007,2022-01-04 17:21:13,2022-12-31 17:21:13,False
00300010876,00100010328,Edward,Harris,edward.harris@armstrong-carroll.net,311.971.2034x574,965-392-3002x24223,CEO,Sales,33626 Donna Bypass Suite 095,Lisashire,IL,99755,USA,Event,0050007,2021-12-27 17:21:13,2022-05-25 17:21:13,False
00300010877,00100010328,Richard,Cruz,richard.cruz@armstrong-carroll.net,433.351.9997,515-229-2709,CTO,IT,33626 Donna Bypass Suite 095,Lisashire,IL,99755,USA,Web,0050007,2022-03-09 17:21:13,2022-07-24 17:21:13,False
00300010878,00100010329,Robert,Ruiz,robert.ruiz@church.net,+1-342-201-1731x0109,+1-846-700-5204x95668,VP Operations,IT,04413 Morgan Locks,New Joshuaview,TN,33336,USA,Web,0050003,2024-01-08 17:21:13,2024-12-21 17:21:13,False
00300010879,00100010329,Christopher,Gonzalez,christopher.gonzalez@church.net,+1-253-472-2783x929,932-944-8880x76965,Manager Procurement,HR,04413 Morgan Locks,New Joshuaview,TN,33336,USA,Web,0050003,2023-09-23 17:21:13,2023-12-02 17:21:13,False
00300010880,00100010329,Laura,Edwards,laura.edwards@church.net,895.592.8914,001-612-945-3474x91160,VP Sales,HR,04413 Morgan Locks,New Joshuaview,TN,33336,USA,Event,0050003,2023-12-13 17:21:13,2024-01-13 17:21:13,False
00300010881,00100010330,Amy,Fry,amy.fry@lynn.com,+1-622-923-4494,+1-348-748-5694x45142,VP Sales,Finance,9851 White Trafficway,Jordanfort,DC,30309,USA,Purchased List,0050004,2023-10-07 17:21:13,2024-09-07 17:21:13,False
00300010882,00100010330,Steven,Oliver,steven.oliver@lynn.com,001-514-326-0713,738-727-6461x239,VP Operations,Executive,9851 White Trafficway,Jordanfort,DC,30309,USA,Purchased List,0050004,2023-08-30 17:21:13,2024-08-24 17:21:13,False
00300010883,00100010330,Joseph,Singh,joseph.singh@lynn.com,+1-225-991-3720x6773,+1-803-499-3468,CEO,Operations,9851 White Trafficway,Jordanfort,DC,30309,USA,Event,0050004,2023-08-31 17:21:13,2024-01-06 17:21:13,False
00300010884,00100010331,Brent,Mendoza,brent.mendoza@williams-conrad.org,391.591.9382,001-250-873-9848x5505,VP Sales,Procurement,351 William Creek,East Jamesshire,MN,89763,USA,Event,0050009,2025-02-01 17:21:13,2026-02-01 17:21:13,False
00300010885,00100010332,William,Reed,william.reed@murphy.com,+1-414-962-7856x62176,001-624-938-1445x651,CFO,IT,895 Nicholas Prairie Apt. 261,East Arianashire,SC,72358,USA,Phone Inquiry,0050003,2022-03-08 17:21:13,2022-07-13 17:21:13,False
00300010886,00100010332,Matthew,Santos,matthew.santos@murphy.com,744-663-3845,301-422-2198x84813,CFO,Finance,895 Nicholas Prairie Apt. 261,East Arianashire,SC,72358,USA,Partner Referral,0050003,2022-06-07 17:21:13,2022-12-26 17:21:13,False
00300010887,00100010332,Teresa,Moyer,teresa.moyer@murphy.com,+1-430-289-8930x922,(841)576-6970,Director Finance,IT,895 Nicholas Prairie Apt. 261,East Arianashire,SC,72358,USA,Partner Referral,0050003,2022-04-20 17:21:13,2022-07-02 17:21:13,False
00300010888,00100010333,Heather,Moore,heather.moore@edwards-miller.biz,(966)974-0009,254.396.2595,Director Finance,IT,6515 Robin Shoal,Jacobsmouth,WY,55400,USA,Purchased List,0050005,2022-01-03 17:21:13,2022-11-23 17:21:13,False
00300010889,00100010333,Donald,Robinson,donald.robinson@edwards-miller.biz,530-912-5343x64669,3676564403,CEO,Operations,6515 Robin Shoal,Jacobsmouth,WY,55400,USA,Purchased List,0050005,2021-10-16 17:21:13,2022-09-03 17:21:13,False
00300010890,00100010333,Zachary,White,zachary.white@edwards-miller.biz,794-557-2055,(816)685-5502,VP Operations,Sales,6515 Robin Shoal,Jacobsmouth,WY,55400,USA,Purchased List,0050005,2021-11-23 17:21:13,2022-06-04 17:21:13,False
00300010891,00100010334,Lauren,Smith,lauren.smith@merritt-villanueva.org,436.807.2288x49939,(689)580-1065x2854,Manager Procurement,Sales,70216 Cannon Station,Newtonberg,VI,04967,USA,Partner Referral,0050008,2021-10-06 17:21:13,2021-11-14 17:21:13,False
00300010892,00100010334,Anthony,Thompson,anthony.thompson@merritt-villanueva.org,961.441.6370,542.900.5029x4079,Director IT,Marketing,70216 Cannon Station,Newtonberg,VI,04967,USA,Event,0050008,2021-11-22 17:21:13,2022-01-09 17:21:13,False
00300010893,00100010335,Thomas,Hoffman,thomas.hoffman@holmes.biz,204-785-9159,324-687-8404x147,CTO,Sales,6764 Graves Street Apt. 981,North Brittney,MN,88831,USA,Partner Referral,0050002,2024-11-13 17:21:13,2025-08-04 17:21:13,False
00300010894,00100010335,Adam,Hunt,adam.hunt@holmes.biz,001-387-579-5156x99229,590.516.8840x476,Manager Procurement,HR,6764 Graves Street Apt. 981,North Brittney,MN,88831,USA,Partner Referral,0050002,2024-10-12 17:21:13,2025-10-03 17:21:13,False
00300010895,00100010335,Alexander,Dean,alexander.dean@holmes.biz,001-447-691-4159,(576)977-4165,VP Sales,Operations,6764 Graves Street Apt. 981,North Brittney,MN,88831,USA,Partner Referral,0050002,2024-11-04 17:21:13,2025-06-25 17:21:13,False
00300010896,00100010335,Joshua,Russell,joshua.russell@holmes.biz,(378)356-3716x4361,(685)995-2417x1687,Director Finance,HR,6764 Graves Street Apt. 981,North Brittney,MN,88831,USA,Trade Show,0050002,2024-12-04 17:21:13,2025-05-21 17:21:13,False
00300010897,00100010335,Amy,Edwards,amy.edwards@holmes.biz,+1-534-332-5101x1028,691-941-0112x017,VP Marketing,Operations,6764 Graves Street Apt. 981,North Brittney,MN,88831,USA,Phone Inquiry,0050002,2024-12-28 17:21:13,2024-12-30 17:21:13,False
00300010898,00100010336,Jonathan,Castro,jonathan.castro@roberson.com,679-761-9423x80212,001-982-747-0807x092,Senior Buyer,Operations,03684 Garcia Haven,North Keith,NM,58030,USA,Trade Show,0050006,2021-05-15 17:21:13,2022-01-05 17:21:13,False
00300010899,00100010336,Shane,Oconnor,shane.oconnor@roberson.com,(642)854-2470x26915,(969)220-7297x2231,VP Sales,Operations,03684 Garcia Haven,North Keith,NM,58030,USA,Trade Show,0050006,2021-10-01 17:21:13,2022-09-07 17:21:13,False
00300010900,00100010336,William,Jenkins,william.jenkins@roberson.com,001-433-244-5397x508,001-238-456-9802x844,VP Marketing,Finance,03684 Garcia Haven,North Keith,NM,58030,USA,Purchased List,0050006,2021-10-17 17:21:13,2022-04-19 17:21:13,False
00300010901,00100010336,Shannon,Gonzalez,shannon.gonzalez@roberson.com,001-626-684-9414x790,451.553.7926x060,VP Operations,IT,03684 Garcia Haven,North Keith,NM,58030,USA,Web,0050006,2021-05-08 17:21:13,2022-02-06 17:21:13,False
00300010902,00100010337,Frances,Thomas,frances.thomas@mcguire.net,+1-700-729-7806x78246,309.822.2212,CTO,Procurement,3496 Meyer Village,Phillipsville,VT,93080,USA,Partner Referral,0050016,2023-03-10 17:21:13,2023-06-30 17:21:13,False
00300010903,00100010337,Cindy,Harris,cindy.harris@mcguire.net,383-822-3272x34424,6834881489,Senior Buyer,Sales,3496 Meyer Village,Phillipsville,VT,93080,USA,Purchased List,0050016,2023-03-18 17:21:13,2023-07-05 17:21:13,False
00300010904,00100010338,Vicki,Martin,vicki.martin@cervantes-gross.com,+1-232-328-4661x99971,001-786-632-1337x52145,Manager Procurement,IT,506 Sarah Underpass,Jamesside,TN,82562,USA,Trade Show,0050013,2025-11-17 17:21:13,2026-04-04 17:21:13,False
00300010905,00100010338,Jonathan,Anderson,jonathan.anderson@cervantes-gross.com,900.548.9974x4225,9376485083,VP Sales,Operations,506 Sarah Underpass,Jamesside,TN,82562,USA,Purchased List,0050013,2025-10-04 17:21:13,2026-02-27 17:21:13,False
00300010906,00100010339,Melanie,Thomas,melanie.thomas@howard.com,5068083077,001-567-558-5987x7157,VP Operations,IT,61789 Jennifer Camp,Wattsfurt,SC,77033,USA,Phone Inquiry,0050005,2024-08-26 17:21:13,2025-06-03 17:21:13,False
00300010907,00100010339,Jesse,Forbes,jesse.forbes@howard.com,637.990.2389x40569,(619)227-8120x7962,VP Sales,HR,61789 Jennifer Camp,Wattsfurt,SC,77033,USA,Partner Referral,0050005,2024-10-26 17:21:13,2025-01-01 17:21:13,False
00300010908,00100010340,Natasha,Salinas,natasha.salinas@myers-ramos.biz,(422)242-7561x737,870-911-7555,CEO,Marketing,612 Huber Shore,West Heidiberg,WI,63905,USA,Event,0050009,2023-08-26 17:21:13,2024-05-01 17:21:13,False
00300010909,00100010340,Steve,Phillips,steve.phillips@myers-ramos.biz,251.906.7444,467-678-8030,VP Marketing,HR,612 Huber Shore,West Heidiberg,WI,63905,USA,Web,0050009,2023-06-30 17:21:13,2024-06-14 17:21:13,False
00300010910,00100010340,Tracey,Johnston,tracey.johnston@myers-ramos.biz,(930)308-3341,001-555-303-9303x80354,Director Finance,HR,612 Huber Shore,West Heidiberg,WI,63905,USA,Purchased List,0050009,2023-04-16 17:21:13,2023-05-10 17:21:13,False
00300010911,00100010341,Margaret,Wright,margaret.wright@gonzalez.com,001-931-729-5048x8819,001-297-432-2927,CTO,Sales,0476 Ashley Expressway,Port Colleen,RI,80553,USA,Partner Referral,0050002,2021-05-22 17:21:13,2022-04-08 17:21:13,False
00300010912,00100010341,Rebecca,Young,rebecca.young@gonzalez.com,001-898-963-9106x204,+1-363-603-8169,VP Sales,Procurement,0476 Ashley Expressway,Port Colleen,RI,80553,USA,Event,0050002,2021-08-22 17:21:13,2021-08-31 17:21:13,False
00300010913,00100010342,Amy,Castillo,amy.castillo@greer.org,769.386.4449x118,9155427255,Manager Procurement,Sales,3830 Megan Throughway Apt. 867,East Justintown,IN,83280,USA,Web,0050016,2022-02-26 17:21:13,2022-05-18 17:21:13,False
00300010914,00100010342,Alexis,Garcia,alexis.garcia@greer.org,408.972.5842x30227,001-552-615-2723x114,Senior Buyer,Marketing,3830 Megan Throughway Apt. 867,East Justintown,IN,83280,USA,Purchased List,0050016,2022-05-18 17:21:13,2023-01-07 17:21:13,False
00300010915,00100010342,Carlos,Hughes,carlos.hughes@greer.org,482.967.7597,771.998.4605x346,CEO,Operations,3830 Megan Throughway Apt. 867,East Justintown,IN,83280,USA,Event,0050016,2022-01-26 17:21:13,2022-09-03 17:21:13,False
00300010916,00100010343,Justin,Malone,justin.malone@lane.biz,9963834869,(546)229-2917x73605,CEO,HR,6804 Stevens Courts Suite 976,Russellbury,MT,74031,USA,Phone Inquiry,0050002,2022-10-27 17:21:13,2023-10-15 17:21:13,False
