Id,FirstName,LastName,Company,Title,Email,Phone,Street,City,State,PostalCode,Country,Industry,LeadSource,Status,Rating,NumberOfEmployees,AnnualRevenue,OwnerId,IsConverted,ConvertedDate,ConvertedAccountId,ConvertedContactId,ConvertedOpportunityId,CreatedDate,LastModifiedDate,IsDeleted
00Q00010309,Joel,Nelson,"Mclaughlin, Duarte and Smith",Senior Manager,joel.nelson@morgan.com,427-854-3654,0837 Cynthia Shore Suite 698,Virginiachester,AK,75330,USA,Telecommunications,Purchased List,Working - Contacted,Warm,12,996769.76,0050017,False,,,,,2024-12-13 17:21:13,2025-02-08 17:21:13,False
00Q00010310,Natasha,Phillips,Shields-Rodriguez,Director,natasha.phillips@hill.com,(615)585-3654,296 Young Mill Suite 422,Port Joshua,TX,64931,USA,Energy,Trade Show,Closed - Not Converted,Cold,227,2231331.11,0050009,False,,,,,2025-09-22 17:21:13,2025-11-13 17:21:13,False
00Q00010311,Jonathan,Lee,Wilson-Wolf,Analyst,jonathan.lee@jones.com,593.714.3439,2630 Michael Villages,Carpentertown,WV,75517,USA,Manufacturing,Webinar,Working - Contacted,Hot,1,240770.2,0050017,False,,,,,2025-03-20 17:21:13,2025-06-15 17:21:13,False
00Q00010312,Jessica,Nguyen,"Best, Baird and Ortiz",Director,jessica.nguyen@robinson.info,639-307-6838,361 Daniel Fords,Austinfort,OK,27841,USA,Financial Services,Social Media,Closed - Converted,Cold,4,220449.87,0050008,True,2025-01-08,00100010941,00300010397,00600011761,2024-11-11 17:21:13,2025-02-03 17:21:13,False
00Q00010313,Ann,Golden,Navarro-Hood,Director,ann.golden@davis.com,(656)749-8767,2131 Williams Springs Suite 366,Michaelfort,NV,50846,USA,Telecommunications,Trade Show,Open - Not Contacted,Cold,1,209272.09,0050014,False,,,,,2025-08-24 17:21:13,2026-02-16 17:21:13,False
00Q00010314,Julie,Hall,Watson Inc,Director,julie.hall@brown.com,3015025325,31776 John Circle Suite 146,Lake William,OH,12553,USA,Retail,Purchased List,Closed - Converted,Hot,6,5145051.6,0050012,True,2025-03-20,00100010165,00300012046,00600010145,2025-01-03 17:21:13,2025-02-08 17:21:13,False
00Q00010315,Barbara,Taylor,Roberts-Bruce,Analyst,barbara.taylor@kelley.com,439.622.3065x177,70384 Walsh Circles,Scottfort,WV,76163,USA,Energy,Web,Working - Contacted,Cold,3088,1312988.77,0050001,False,,,,,2025-05-13 17:21:13,2025-07-07 17:21:13,False
00Q00010316,Heather,Baker,Lopez-Singleton,Analyst,heather.baker@wade.org,241.335.8188,4717 Green Junction Apt. 498,Hurleystad,SD,41538,USA,Retail,Webinar,Working - Contacted,Cold,521,202056.49,0050016,False,,,,,2025-10-01 17:21:13,2026-03-02 17:21:13,False
00Q00010317,Patty,Richardson,Maldonado and Sons,Director,patty.richardson@parker-diaz.com,222-732-0690x6860,030 Andrea Lodge,North Evan,NC,39177,USA,Financial Services,Trade Show,Working - Contacted,Cold,366,640054.23,0050006,False,,,,,2025-07-28 17:21:13,2025-10-22 17:21:13,False
00Q00010318,Charles,Briggs,Anderson-Black,Senior Manager,charles.briggs@grant.com,(599)827-6726x49408,3371 Turner Corner Suite 659,North Heather,MN,23619,USA,Healthcare,Employee Referral,Working - Contacted,Cold,34,535022.31,0050005,False,,,,,2025-09-22 17:21:13,2025-10-23 17:21:13,False
00Q00010319,Jennifer,Mora,Allen LLC,Senior Manager,jennifer.mora@green.biz,834.681.4167,78640 Vasquez Mountain Suite 471,Lisaburgh,DC,62601,USA,Technology,Trade Show,Working - Contacted,Warm,1,1692603.2,0050017,False,,,,,2025-06-06 17:21:13,2025-07-13 17:21:13,False
00Q00010320,Elizabeth,Ramirez,"Martinez, Montgomery and Moore",Analyst,elizabeth.ramirez@pacheco.net,936-559-4675,409 Travis Walk Apt. 514,Lake Shaneland,NE,96231,USA,Manufacturing,Social Media,Closed - Converted,Cold,1,4318437.33,0050015,True,2025-04-23,00100010380,00300011624,00600011922,2025-03-26 17:21:13,2025-09-21 17:21:13,False
00Q00010321,Shelby,Cline,Savage and Sons,Analyst,shelby.cline@lynch-vega.biz,+1-607-900-2424x598,63158 Copeland Pine Suite 323,North Sheila,CO,52918,USA,Healthcare,Social Media,Closed - Converted,Warm,111,105470531.98,0050007,True,2025-07-04,00100010670,00300012844,00600010442,2025-04-18 17:21:13,2025-05-31 17:21:13,False
00Q00010322,Keith,Richmond,Graham-Bowen,Manager,keith.richmond@long-robertson.org,(240)465-4212,33803 Joseph Hollow Apt. 546,Hernandezshire,OR,63741,USA,Technology,Social Media,Open - Not Contacted,Cold,63,7120773.03,0050011,False,,,,,2025-03-14 17:21:13,2025-05-16 17:21:13,False
00Q00010323,Zachary,Robinson,Huber-Church,Director,zachary.robinson@moore.net,001-660-548-8577x8408,10992 Greene Path Suite 679,East Maria,UT,04936,USA,Retail,Webinar,Closed - Not Converted,Warm,19,66025.22,0050012,False,,,,,2024-12-31 17:21:13,2025-01-11 17:21:13,False
00Q00010324,Brenda,Smith,"Mayo, Cline and Smith",Manager,brenda.smith@reed.com,457.462.7961x1286,07429 Karen Oval,Spencerside,HI,98185,USA,Telecommunications,Phone Inquiry,Closed - Not Converted,Hot,427,468293.54,0050019,False,,,,,2025-08-17 17:21:13,2025-09-12 17:21:13,False
00Q00010325,Erin,Li,Butler-Marshall,VP,erin.li@west.com,(481)674-0638x55245,1177 Patricia Ramp,Lake Johnchester,DE,72172,USA,Telecommunications,Trade Show,Working - Contacted,Warm,36,7530467.56,0050006,False,,,,,2024-12-05 17:21:13,2025-05-11 17:21:13,False
00Q00010326,Mario,Miles,Velasquez Inc,Analyst,mario.miles@gutierrez.com,867-326-2659,50232 Bryan Estate Apt. 354,Lake Elizabethland,KY,81084,USA,Healthcare,Web,Working - Contacted,Warm,14,6540618.02,0050016,False,,,,,2025-04-15 17:21:13,2025-05-26 17:21:13,False
00Q00010327,Richard,Lawrence,Mcdaniel LLC,Analyst,richard.lawrence@boyd-robinson.com,001-657-394-1133x28348,361 Rose Falls,North Rebeccaside,FM,48179,USA,Telecommunications,Trade Show,Working - Contacted,Cold,195,1840324.08,0050015,False,,,,,2025-10-16 17:21:13,2026-02-18 17:21:13,False
00Q00010328,Robert,Parsons,Howard-Kent,Manager,robert.parsons@coleman.com,503.346.2824x4668,113 Armstrong Fort,West Sharonberg,WI,65585,USA,Manufacturing,Partner Referral,Open - Not Contacted,Hot,4209,1168441.87,0050005,False,,,,,2025-09-13 17:21:13,2025-09-15 17:21:13,False
00Q00010329,Taylor,Hooper,"Phillips, Davis and Trevino",Manager,taylor.hooper@torres.com,(699)872-6793,5931 Andrew Falls,Port Gloria,OR,53653,USA,Healthcare,Web,Working - Contacted,Warm,3,3923244.58,0050019,False,,,,,2025-10-21 17:21:13,2025-12-06 17:21:13,False
00Q00010330,Angel,Peterson,"York, Payne and Wright",Senior Manager,angel.peterson@white.com,892-544-2491x984,75626 Henry View Apt. 621,South Amberchester,LA,83583,USA,Financial Services,Webinar,Working - Contacted,Warm,14,18208800.84,0050006,False,,,,,2025-09-09 17:21:13,2026-02-23 17:21:13,False
00Q00010331,Jeff,Hill,"Gibson, Avery and Welch",Director,jeff.hill@joseph.com,+1-322-587-3637x9230,8858 Edwin Vista Apt. 534,East Randy,ME,39312,USA,Telecommunications,Purchased List,Closed - Converted,Warm,1568,11068.32,0050001,True,2025-02-06,00100010916,00300010829,00600011471,2024-12-25 17:21:13,2025-04-11 17:21:13,False
00Q00010332,Robert,Compton,Brewer Ltd,Manager,robert.compton@jones.com,402-913-5124x85990,676 Brock Plain,Pottsport,HI,04866,USA,Technology,Trade Show,Closed - Converted,Cold,469,11083850.88,0050015,True,2025-01-09,00100010755,00300012844,00600011203,2024-11-03 17:21:13,2025-04-30 17:21:13,False
00Q00010333,Paul,Yang,May and Sons,Analyst,paul.yang@olson.com,001-316-553-9331x2169,20888 Barajas Parks Suite 706,Smithstad,AL,02316,USA,Telecommunications,Social Media,Working - Contacted,Cold,450,67117.82,0050009,False,,,,,2025-08-21 17:21:13,2025-10-13 17:21:13,False
00Q00010334,Patrick,Lara,"Farmer, West and Jimenez",Manager,patrick.lara@cohen.org,7646136797,3194 Christina Mountain,Carriestad,OR,29408,USA,Healthcare,Trade Show,Working - Contacted,Warm,10,25252.26,0050018,False,,,,,2025-08-12 17:21:13,2026-01-23 17:21:13,False
00Q00010335,Richard,Mclaughlin,Hays-Mcmahon,Analyst,richard.mclaughlin@bradford-carney.com,902.613.0925x66631,86073 James Ville Suite 395,North Patriciashire,MH,51154,USA,Technology,Employee Referral,Open - Not Contacted,Warm,1,2186080.37,0050004,False,,,,,2025-06-08 17:21:13,2025-10-20 17:21:13,False
00Q00010336,Christopher,Torres,Clark Group,VP,christopher.torres@harris.com,4664533567,83988 Stephanie Center Apt. 116,New Danielport,MI,27759,USA,Technology,Web,Closed - Converted,Warm,23,7251.88,0050017,True,2025-05-06,00100010035,00300012825,00600011648,2025-03-08 17:21:13,2025-05-09 17:21:13,False
00Q00010337,Alexander,Harvey,Bell-Lee,VP,alexander.harvey@chavez.com,+1-277-269-8500x0735,0123 Reyes Light Suite 927,Madisonhaven,HI,06548,USA,Manufacturing,Web,Working - Contacted,Warm,6,2986914.88,0050009,False,,,,,2025-07-27 17:21:13,2025-12-31 17:21:13,False
00Q00010338,Susan,Gutierrez,Cruz Inc,Director,susan.gutierrez@jones-west.net,001-546-852-9904,206 Shannon Islands Suite 987,Boyerborough,MO,58105,USA,Technology,Web,Working - Contacted,Warm,47,6778012.22,0050002,False,,,,,2024-11-04 17:21:13,2024-11-14 17:21:13,False
00Q00010339,Tanya,Gibson,Wilson-Wong,VP,tanya.gibson@turner.com,476.407.7556,75277 Malone Underpass,Aliciafort,AL,57297,USA,Technology,Employee Referral,Closed - Converted,Warm,83,497698.43,0050006,True,2025-01-22,00100010674,00300010470,00600010451,2024-12-23 17:21:13,2025-04-30 17:21:13,False
00Q00010340,Juan,Collins,Manning and Sons,Analyst,juan.collins@brown.com,001-437-355-8767x6017,98396 Melinda Corners,Petersonfort,PR,54922,USA,Telecommunications,Social Media,Open - Not Contacted,Warm,62,2010942.23,0050015,False,,,,,2024-12-15 17:21:13,2025-01-07 17:21:13,False
00Q00010341,William,Black,"Zamora, Reese and Doyle",Analyst,william.black@caldwell.info,001-761-518-2105x9781,5346 Cynthia Ramp,Antoniomouth,KS,02105,USA,Manufacturing,Purchased List,Open - Not Contacted,Cold,57,2680172.07,0050012,False,,,,,2024-12-07 17:21:13,2025-02-23 17:21:13,False
00Q00010342,Gregory,Taylor,Mercer LLC,Director,gregory.taylor@carpenter-bryant.com,+1-981-663-6172x9671,493 Mitchell Unions Suite 724,East Matthew,KS,68280,USA,Technology,Webinar,Closed - Not Converted,Warm,3181,720548.49,0050001,False,,,,,2025-04-29 17:21:13,2025-08-15 17:21:13,False
00Q00010343,Patricia,Choi,Hall PLC,Manager,patricia.choi@mathis.net,698.452.6736x9829,34033 Salazar Spring Apt. 984,South Michael,NH,14722,USA,Manufacturing,Social Media,Closed - Converted,Warm,138,116424.51,0050016,True,2026-01-08,00100010861,00300012894,00600010116,2025-10-22 17:21:13,2025-12-22 17:21:13,False
00Q00010344,Xavier,Nicholson,Khan-Johnson,Manager,xavier.nicholson@woodward.com,598-234-6964x88513,2860 Steven Park,North Manuel,NE,92492,USA,Technology,Phone Inquiry,Open - Not Contacted,Warm,494,9391783.22,0050016,False,,,,,2025-07-18 17:21:13,2025-08-18 17:21:13,False
00Q00010345,James,Elliott,"Jacobs, Martinez and Davis",VP,james.elliott@mcgee.com,237.697.4301,89120 Kathleen Brook,South Jessica,VI,74997,USA,Technology,Partner Referral,Working - Contacted,Cold,45,602480.28,0050001,False,,,,,2025-01-26 17:21:13,2025-02-20 17:21:13,False
00Q00010346,Rebecca,Johnson,"Morales, Reed and Lewis",Analyst,rebecca.johnson@fischer-stevens.com,6138963772,73636 Cynthia Glens Apt. 725,Port Sally,KS,83650,USA,Retail,Employee Referral,Working - Contacted,Cold,41,5791985.01,0050010,False,,,,,2024-12-12 17:21:13,2025-03-15 17:21:13,False
00Q00010347,Marisa,Burton,Mcdowell Inc,Analyst,marisa.burton@cunningham-morris.com,353.538.4474,77411 White Pike Suite 738,West Allison,NV,42642,USA,Financial Services,Webinar,Closed - Converted,Warm,54,152629.97,0050014,True,2025-04-02,00100010329,00300011254,00600010758,2025-01-21 17:21:13,2025-03-19 17:21:13,False
00Q00010348,Jamie,Moore,"Glover, Williams and Ramos",Director,jamie.moore@murray.info,285-407-7349,62737 Patrick Lake Suite 054,Hollystad,MN,27310,USA,Telecommunications,Social Media,Working - Contacted,Warm,5,130936.82,0050007,False,,,,,2025-03-01 17:21:13,2025-08-09 17:21:13,False
00Q00010349,Shaun,Davis,Mccoy and Sons,Director,shaun.davis@lynch.net,001-276-453-5474x8847,776 Jennifer Shore,Bowmanland,MN,67026,USA,Retail,Social Media,Open - Not Contacted,Warm,467,6134069.01,0050015,False,,,,,2024-11-21 17:21:13,2025-01-14 17:21:13,False
00Q00010350,Casey,Jones,Novak and Sons,Manager,casey.jones@washington-johnson.com,001-357-314-6281,961 Adam Springs Suite 010,Lake Helen,TX,39187,USA,Manufacturing,Phone Inquiry,Working - Contacted,Warm,159,14268959.66,0050013,False,,,,,2025-06-05 17:21:13,2025-06-19 17:21:13,False
00Q00010351,Katelyn,Franklin,Reynolds-Mayo,Senior Manager,katelyn.franklin@maxwell-brock.net,907.297.7485x4501,593 Wade Inlet Suite 827,Lozanostad,KS,45694,USA,Manufacturing,Partner Referral,Open - Not Contacted,Cold,271,60443.71,0050003,False,,,,,2025-07-17 17:21:13,2025-08-15 17:21:13,False
00Q00010352,Valerie,Hale,"Robinson, Santana and Shah",Analyst,valerie.hale@gray.com,001-779-894-8544x625,6558 Justin Brooks,Sallytown,MH,82329,USA,Technology,Trade Show,Closed - Not Converted,Warm,60,103084.31,0050013,False,,,,,2025-08-09 17:21:13,2026-02-01 17:21:13,False
00Q00010353,Jennifer,May,Allen Group,Manager,jennifer.may@lee.biz,(711)515-5691,4470 Mary Spring Suite 305,East Derek,FL,31771,USA,Manufacturing,Webinar,Working - Contacted,Cold,13596,698507.29,0050001,False,,,,,2025-02-24 17:21:13,2025-07-02 17:21:13,False
00Q00010354,Kevin,Vang,Cook Ltd,Director,kevin.vang@jenkins-moss.com,(932)382-0706x72000,110 Peters Mountains Apt. 295,North David,SD,12857,USA,Technology,Employee Referral,Open - Not Contacted,Hot,152,56201225.49,0050008,False,,,,,2025-07-26 17:21:13,2025-09-05 17:21:13,False
00Q00010355,Michelle,Obrien,"Miller, Myers and Serrano",Senior Manager,michelle.obrien@white.com,203.713.2823x924,3164 John Tunnel,Joshuaport,PA,50209,USA,Telecommunications,Web,Closed - Converted,Cold,259,2068741.95,0050018,True,2024-11-27,00100010192,00300012512,00600011807,2024-11-15 17:21:13,2024-11-29 17:21:13,False
00Q00010356,James,Wilson,"Powell, Yang and Fisher",Senior Manager,james.wilson@porter-wright.com,(828)908-5741x247,391 Armstrong Stravenue,Reyesberg,WY,82337,USA,Retail,Phone Inquiry,Closed - Converted,Hot,114,85555850.7,0050017,True,2025-01-20,00100010225,00300011842,00600010307,2024-11-28 17:21:13,2025-02-09 17:21:13,False
00Q00010357,Crystal,Bennett,Hendrix-Kennedy,Senior Manager,crystal.bennett@atkinson-taylor.com,(249)286-8308x50672,91337 Lee Prairie,Lake Jonathan,IN,00651,USA,Financial Services,Trade Show,Working - Contacted,Warm,3,3150322.11,0050002,False,,,,,2025-07-09 17:21:13,2025-10-29 17:21:13,False
00Q00010358,Jack,Curtis,Fox PLC,Manager,jack.curtis@smith-baker.net,+1-355-596-6333x8746,15842 Jenkins Ways,Edgarbury,OH,30905,USA,Healthcare,Employee Referral,Open - Not Contacted,Warm,63,6254153.55,0050013,False,,,,,2025-06-18 17:21:13,2025-09-12 17:21:13,False
00Q00010359,Daniel,Jones,"Goodman, Ramirez and Johnson",Manager,daniel.jones@nguyen.com,001-972-985-4789x410,713 Jessica Station,Riosfurt,MT,61496,USA,Healthcare,Purchased List,Open - Not Contacted,Cold,3,837854.57,0050013,False,,,,,2024-12-13 17:21:13,2025-04-09 17:21:13,False
00Q00010360,Heather,Avila,"Cooley, Wilson and Weeks",Manager,heather.avila@ruiz-jefferson.org,+1-982-929-7160,654 Gutierrez Rest Apt. 815,South Margaret,FL,38663,USA,Telecommunications,Web,Open - Not Contacted,Hot,357,1857867.95,0050017,False,,,,,2025-10-02 17:21:13,2025-10-29 17:21:13,False
00Q00010361,Jeffery,Barr,Edwards LLC,Director,jeffery.barr@williams.com,537.577.5579x93968,933 Perez Ports,Garciaton,PW,74968,USA,Healthcare,Web,Closed - Converted,Warm,126,2316666.45,0050015,True,2025-12-12,00100010264,00300012315,00600011930,2025-09-28 17:21:13,2025-11-13 17:21:13,False
00Q00010362,Christopher,Steele,"Harrison, Lin and Santiago",Senior Manager,christopher.steele@webster.net,001-999-930-8276x412,575 Bryan Ways,Cynthiaton,HI,65091,USA,Manufacturing,Web,Closed - Converted,Cold,173,7008527.34,0050018,True,2025-08-15,00100010621,00300010994,00600010144,2025-08-05 17:21:13,2025-12-08 17:21:13,False
00Q00010363,Cheryl,Thompson,Andrews Group,Senior Manager,cheryl.thompson@thomas.com,216.970.8618,1985 Rios Club Suite 455,West Claudiamouth,MD,98962,USA,Manufacturing,Social Media,Open - Not Contacted,Warm,3,788498.62,0050016,False,,,,,2025-02-03 17:21:13,2025-03-05 17:21:13,False
00Q00010364,Anthony,Maynard,Stewart-Hicks,Director,anthony.maynard@schultz-hughes.org,001-979-936-8728,4307 Jessica Port Suite 056,Russellfort,NH,09246,USA,Energy,Employee Referral,Working - Contacted,Warm,279,12643933.75,0050009,False,,,,,2025-09-18 17:21:13,2025-11-18 17:21:13,False
00Q00010365,Kelsey,Gutierrez,Edwards and Sons,Director,kelsey.gutierrez@diaz.biz,956.625.5287x5287,26435 Kevin Overpass Apt. 379,Lake Manuelville,HI,40809,USA,Manufacturing,Webinar,Closed - Converted,Warm,1003,555876.94,0050011,True,2025-06-01,00100010732,00300011040,00600011859,2025-03-11 17:21:13,2025-08-07 17:21:13,False
00Q00010366,Richard,Bell,Davis Ltd,Senior Manager,richard.bell@vasquez.com,001-593-517-8001,9106 Stephens Heights,North Scottland,NV,17502,USA,Retail,Trade Show,Closed - Converted,Warm,3,1149081.7,0050014,True,2025-07-10,00100010393,00300010771,00600011218,2025-05-11 17:21:13,2025-07-01 17:21:13,False
00Q00010367,Austin,Lawrence,Foley-Mccoy,VP,austin.lawrence@riley-jenkins.com,850-638-9520x7812,57051 Manuel Mountain,East Mary,WA,76356,USA,Energy,Trade Show,Working - Contacted,Cold,2767,301666.65,0050001,False,,,,,2024-11-12 17:21:13,2025-02-04 17:21:13,False
00Q00010368,John,Alvarez,"Arroyo, Chapman and Ellis",VP,john.alvarez@lang-jones.com,(841)585-9033x20237,42117 Bush Grove,Judymouth,KY,02864,USA,Technology,Purchased List,Open - Not Contacted,Cold,4,487354.87,0050013,False,,,,,2025-06-29 17:21:13,2025-07-28 17:21:13,False
00Q00010369,Cassandra,Smith,Peterson LLC,Senior Manager,cassandra.smith@smith.com,874-841-0750x920,5277 Taylor Centers,Port Bryanfurt,NE,71298,USA,Technology,Trade Show,Open - Not Contacted,Warm,15,1659656.5,0050014,False,,,,,2025-05-11 17:21:13,2025-07-09 17:21:13,False
00Q00010370,Diane,Brown,Campos-Bowman,Analyst,diane.brown@ramirez-berry.com,576.927.5618x38446,8863 Christopher Crest Suite 477,Evanton,LA,61499,USA,Technology,Phone Inquiry,Closed - Converted,Warm,25,291883.16,0050002,True,2025-10-11,00100010538,00300011537,00600011273,2025-09-04 17:21:13,2025-12-19 17:21:13,False
00Q00010371,Diane,Evans,Williams-White,Director,diane.evans@patterson.com,001-887-669-6476x8362,1246 Bennett Junctions,West Amanda,IL,69252,USA,Financial Services,Phone Inquiry,Working - Contacted,Hot,59,364596.82,0050008,False,,,,,2025-07-14 17:21:13,2025-10-19 17:21:13,False
00Q00010372,Brittany,Howell,"Hernandez, Mann and Ramirez",Analyst,brittany.howell@ramirez.info,+1-994-520-7604,67455 Paul Square Apt. 824,Port Maurice,PW,98910,USA,Technology,Partner Referral,Closed - Converted,Warm,1436,2905371.05,0050018,True,2025-07-20,00100010613,00300012216,00600010988,2025-07-04 17:21:13,2025-11-02 17:21:13,False
00Q00010373,Alyssa,Williams,Rivera-Patterson,Manager,alyssa.williams@davis.com,+1-972-455-2906x069,273 Copeland Cape Suite 515,New Craigville,WY,71593,USA,Healthcare,Partner Referral,Closed - Not Converted,Warm,0,96584.9,0050004,False,,,,,2024-12-29 17:21:13,2025-05-03 17:21:13,False
00Q00010374,David,Warren,Lowery Ltd,VP,david.warren@rivera.biz,842-626-9575x65759,018 Ayala Gateway Suite 376,South Chelsea,MD,67692,USA,Retail,Partner Referral,Closed - Not Converted,Warm,393,49186.46,0050013,False,,,,,2025-09-27 17:21:13,2026-01-17 17:21:13,False
00Q00010375,Lisa,Harris,Martin-Munoz,Analyst,lisa.harris@lynch.com,+1-508-936-2754x345,7995 John Mill,South Christopher,OK,35845,USA,Healthcare,Purchased List,Closed - Converted,Warm,26,1042183.53,0050004,True,2025-09-14,00100010427,00300010809,00600011024,2025-08-11 17:21:13,2026-01-15 17:21:13,False
00Q00010376,Victoria,Matthews,Gentry-Davis,Senior Manager,victoria.matthews@bennett-wright.com,431.650.6182x090,7781 Taylor Underpass,Jonesburgh,IN,70379,USA,Healthcare,Web,Closed - Converted,Warm,517,11326.6,0050019,True,2025-04-04,00100010038,00300011233,00600011797,2025-03-06 17:21:13,2025-06-14 17:21:13,False
00Q00010377,Donna,Lane,"Smith, Brown and Ross",Senior Manager,donna.lane@oliver.com,405-436-6427x74215,2160 William Extension Apt. 181,West Karl,NY,19394,USA,Technology,Partner Referral,Open - Not Contacted,Hot,182,3140811.31,0050011,False,,,,,2025-04-16 17:21:13,2025-05-21 17:21:13,False
00Q00010378,Diana,Cross,Griffith-Williams,VP,diana.cross@garcia.com,+1-783-694-2775x637,8246 Jonathan Inlet,Robertland,ME,56868,USA,Technology,Trade Show,Closed - Converted,Cold,19,11824156.49,0050013,True,2025-04-04,00100010192,00300010514,00600010789,2025-03-04 17:21:13,2025-08-13 17:21:13,False
00Q00010379,William,Morrison,"Myers, Hurley and Schmidt",Director,william.morrison@hahn.com,001-212-857-7911x9937,025 Copeland Ville Apt. 650,Savannahside,MH,91199,USA,Technology,Employee Referral,Working - Contacted,Cold,5,1344288.07,0050017,False,,,,,2025-04-24 17:21:13,2025-07-03 17:21:13,False
00Q00010380,Lucas,Knapp,Davis-Miller,VP,lucas.knapp@morris.net,(343)383-4542,4681 Collier Extensions Suite 339,Lake Dennismouth,NH,68402,USA,Manufacturing,Partner Referral,Closed - Converted,Warm,1643,134121.53,0050009,True,2025-08-31,00100010008,00300010612,00600011943,2025-07-13 17:21:13,2025-08-15 17:21:13,False
00Q00010381,Matthew,Morgan,"Wilson, Farmer and Smith",Manager,matthew.morgan@tyler.com,987-729-2761x8937,2231 Karen Port Apt. 675,Caldwellmouth,ID,14638,USA,Energy,Phone Inquiry,Closed - Not Converted,Cold,5,2234746.17,0050006,False,,,,,2025-10-08 17:21:13,2026-04-04 17:21:13,False
00Q00010382,Paul,Clark,"Rodriguez, Williams and Weeks",Analyst,paul.clark@wagner-gill.com,001-346-379-5563x135,36420 Santos Underpass,West Bradley,MO,34726,USA,Financial Services,Partner Referral,Closed - Converted,Hot,98,813051.75,0050017,True,2025-01-20,00100010962,00300011825,00600011099,2025-01-06 17:21:13,2025-03-19 17:21:13,False
00Q00010383,Ashley,Wiley,Valenzuela-Baker,Director,ashley.wiley@woods-walsh.com,912.851.8119x988,624 Christopher Pass,Harrellville,WY,50545,USA,Financial Services,Employee Referral,Closed - Converted,Warm,135,5640350.44,0050009,True,2025-09-06,00100010276,00300012930,00600011441,2025-08-16 17:21:13,2025-12-14 17:21:13,False
00Q00010384,Thomas,Wilson,"Williams, Smith and Wheeler",Director,thomas.wilson@davis.org,883.994.4238,2547 Debra Rapid,Velazquezfurt,AR,74159,USA,Telecommunications,Employee Referral,Open - Not Contacted,Warm,1,49861.46,0050019,False,,,,,2025-03-04 17:21:13,2025-06-20 17:21:13,False
00Q00010385,Allison,Medina,Humphrey Inc,VP,allison.medina@griffin.org,+1-464-891-2459x689,795 Hahn Trail,New John,OK,01894,USA,Financial Services,Employee Referral,Open - Not Contacted,Hot,13,15876669.74,0050002,False,,,,,2025-07-29 17:21:13,2025-10-25 17:21:13,False
00Q00010386,Matthew,Villarreal,Anderson Ltd,VP,matthew.villarreal@carter.com,629-998-1194x412,62042 Miller Orchard,Josephfurt,MP,32240,USA,Technology,Social Media,Closed - Converted,Hot,1937,863847.82,0050015,True,2025-08-17,00100010301,00300010931,00600010281,2025-07-04 17:21:13,2025-12-06 17:21:13,False
00Q00010387,Roberto,Davidson,Baker LLC,VP,roberto.davidson@moore-porter.net,001-455-738-3342,04178 Alex Stream,West Barbara,KY,28245,USA,Manufacturing,Web,Open - Not Contacted,Cold,19,1411887.75,0050002,False,,,,,2025-08-05 17:21:13,2026-01-16 17:21:13,False
00Q00010388,Sheri,Stanley,Castillo-Knight,Director,sheri.stanley@jackson.net,+1-345-578-7429x8014,93290 Nicole Neck Apt. 137,Johnsonborough,DE,26364,USA,Energy,Purchased List,Working - Contacted,Cold,392,27985191.88,0050009,False,,,,,2024-12-15 17:21:13,2025-01-28 17:21:13,False
00Q00010389,Charlene,Barrett,Ross Group,Director,charlene.barrett@prince.com,001-718-404-4874x186,358 Elizabeth Walks,East Jacob,TX,73329,USA,Telecommunications,Employee Referral,Open - Not Contacted,Hot,2083,91965.49,0050008,False,,,,,2025-01-02 17:21:13,2025-05-24 17:21:13,False
00Q00010390,Zachary,Meyer,Medina-Smith,Manager,zachary.meyer@valenzuela-johnson.net,(842)834-8923x3586,3141 Barbara Way Suite 676,Sheltonview,DE,30679,USA,Financial Services,Purchased List,Working - Contacted,Cold,17,605136.33,0050016,False,,,,,2025-06-29 17:21:13,2025-07-22 17:21:13,False
00Q00010391,Robert,Burns,Butler PLC,Manager,robert.burns@meza.com,+1-937-824-0655x9672,229 Baker Point,New Vickiehaven,VI,31224,USA,Energy,Phone Inquiry,Closed - Converted,Warm,138,126741.12,0050014,True,2025-06-09,00100010132,00300012948,00600010639,2025-03-28 17:21:13,2025-08-01 17:21:13,False
00Q00010392,Steven,Porter,"Morgan, Reed and Diaz",Director,steven.porter@moore.biz,260.241.4492,57392 Walker Meadow Apt. 922,Lopezside,MD,70590,USA,Telecommunications,Phone Inquiry,Working - Contacted,Warm,204,1920550.88,0050016,False,,,,,2025-07-06 17:21:13,2025-12-05 17:21:13,False
00Q00010393,Marvin,Adams,"Evans, Hunt and Ramirez",Analyst,marvin.adams@stewart.biz,(841)346-7411x81568,344 Jessica Hollow Apt. 997,New Jason,MD,50178,USA,Manufacturing,Employee Referral,Working - Contacted,Cold,15,67547.71,0050015,False,,,,,2025-02-24 17:21:13,2025-06-23 17:21:13,False
00Q00010394,Scott,Daniels,Williams-Harmon,Manager,scott.daniels@miller-miller.info,001-507-934-8623,0610 Michelle Stravenue,Port Carlos,NV,63753,USA,Telecommunications,Partner Referral,Closed - Converted,Warm,103,964408.73,0050008,True,2025-06-12,00100010257,00300010990,00600010184,2025-06-04 17:21:13,2025-09-22 17:21:13,False
00Q00010395,Mary,Reynolds,Hays-Gentry,VP,mary.reynolds@weeks.com,001-870-663-5660,1536 Frost Ranch,West Christinetown,NJ,81600,USA,Technology,Employee Referral,Open - Not Contacted,Warm,375,2183778.55,0050019,False,,,,,2025-06-20 17:21:13,2025-08-23 17:21:13,False
