CRM_ContactId,CRM_FirstName,CRM_LastName,CRM_Email,CRM_Title,CRM_AccountId,SAP_KUNNR,SAP_VKORG,SAP_VTWEG,SAP_SPART,SAP_PARVW,SAP_KUNN2,PartnerFunction,CreatedDate
300010692,Nancy,Anderson,nancy.anderson@blake.biz,Director IT,100010253,100140,2000,30,0,AG,100140,Sold-to Party,2025-10-25 17:36:40
300010701,Amber,Banks,amber.banks@wade.com,Director Finance,100010257,100141,3000,10,0,AG,100141,Sold-to Party,2025-10-25 17:36:40
300010702,Jose,Davis,jose.davis@wade.com,VP Sales,100010257,100141,3000,10,0,AG,100141,Sold-to Party,2025-10-25 17:36:40
300010703,Jamie,Krueger,jamie.krueger@wade.com,Director Finance,100010257,100141,3000,10,0,AG,100141,Sold-to Party,2025-10-25 17:36:40
300010707,Christopher,Sanders,christopher.sanders@gray.com,CEO,100010259,100142,2000,30,2,AG,100142,Sold-to Party,2025-10-25 17:36:40
300010708,Cameron,Garza,cameron.garza@gray.com,Senior Buyer,100010259,100142,2000,30,2,AG,100142,Sold-to Party,2025-10-25 17:36:40
300010711,Bethany,Green,bethany.green@cruz.net,CFO,100010261,100143,1000,10,1,AG,100143,Sold-to Party,2025-10-25 17:36:40
300010712,Mitchell,Stevenson,mitchell.stevenson@cruz.net,Director IT,100010261,100143,1000,10,1,AG,100143,Sold-to Party,2025-10-25 17:36:40
300010713,Jonathan,Fox,jonathan.fox@cruz.net,Senior Buyer,100010261,100143,1000,10,1,AG,100143,Sold-to Party,2025-10-25 17:36:40
300010714,Michael,Martinez,michael.martinez@cruz.net,Director Finance,100010261,100143,1000,10,1,AG,100143,Sold-to Party,2025-10-25 17:36:40
300010715,Sheri,Scott,sheri.scott@kent-paul.biz,VP Marketing,100010262,100144,1000,30,1,AG,100144,Sold-to Party,2025-10-25 17:36:40
300010716,Stephen,Pollard,stephen.pollard@kent-paul.biz,Senior Buyer,100010262,100144,1000,30,1,AG,100144,Sold-to Party,2025-10-25 17:36:40
300010717,Paul,Brown,paul.brown@kent-paul.biz,VP Marketing,100010262,100144,1000,30,1,AG,100144,Sold-to Party,2025-10-25 17:36:40
300010718,John,Diaz,john.diaz@kent-paul.biz,CTO,100010262,100144,1000,30,1,AG,100144,Sold-to Party,2025-10-25 17:36:40
300010722,Richard,Trevino,richard.trevino@taylor.com,CTO,100010265,100145,1000,30,1,AG,100145,Sold-to Party,2025-10-25 17:36:40
300010723,Jake,Solis,jake.solis@taylor.com,Director Finance,100010265,100145,1000,30,1,AG,100145,Sold-to Party,2025-10-25 17:36:40
300010727,Chad,Townsend,chad.townsend@martinez.net,CFO,100010267,100146,1000,10,2,AG,100146,Sold-to Party,2025-10-25 17:36:40
300010728,Alex,Davis,alex.davis@martinez.net,CFO,100010267,100146,1000,10,2,AG,100146,Sold-to Party,2025-10-25 17:36:40
300010729,Tony,Perez,tony.perez@martinez.net,VP Sales,100010267,100146,1000,10,2,AG,100146,Sold-to Party,2025-10-25 17:36:40
300010733,Nichole,Whitney,nichole.whitney@howard.com,VP Sales,100010269,100147,2000,10,2,AG,100147,Sold-to Party,2025-10-25 17:36:40
300010734,Ronnie,Tran,ronnie.tran@howard.com,CFO,100010269,100147,2000,10,2,AG,100147,Sold-to Party,2025-10-25 17:36:40
300010735,Patrick,Compton,patrick.compton@howard.com,CFO,100010269,100147,2000,10,2,AG,100147,Sold-to Party,2025-10-25 17:36:40
300010736,Michael,Wilson,michael.wilson@strickland-thomas.com,VP Sales,100010270,100148,3000,10,1,AG,100148,Sold-to Party,2025-10-25 17:36:40
300010737,Nicole,Reed,nicole.reed@strickland-thomas.com,VP Operations,100010270,100148,3000,10,1,AG,100148,Sold-to Party,2025-10-25 17:36:40
300010738,Richard,Gonzales,richard.gonzales@strickland-thomas.com,VP Operations,100010270,100148,3000,10,1,AG,100148,Sold-to Party,2025-10-25 17:36:40
300010749,Kristi,Davidson,kristi.davidson@bray-mclaughlin.biz,CTO,100010276,100149,1000,30,0,AG,100149,Sold-to Party,2025-10-25 17:36:40
300010750,Tamara,Bell,tamara.bell@gonzalez.net,CTO,100010277,100150,2000,20,1,AG,100150,Sold-to Party,2025-10-25 17:36:40
300010751,Jason,Morgan,jason.morgan@gonzalez.net,VP Operations,100010277,100150,2000,20,1,AG,100150,Sold-to Party,2025-10-25 17:36:40
300010752,Joseph,Harris,joseph.harris@kerr-garcia.com,CEO,100010278,100151,1000,30,0,AG,100151,Sold-to Party,2025-10-25 17:36:40
300010753,Michael,Adams,michael.adams@kerr-garcia.com,Director Finance,100010278,100151,1000,30,0,AG,100151,Sold-to Party,2025-10-25 17:36:40
300010754,Samuel,Osborne,samuel.osborne@ferguson.com,Director IT,100010279,100152,1000,10,2,AG,100152,Sold-to Party,2025-10-25 17:36:40
300010755,Yolanda,Bolton,yolanda.bolton@ferguson.com,VP Sales,100010279,100152,1000,10,2,AG,100152,Sold-to Party,2025-10-25 17:36:40
300010756,Rachel,Morse,rachel.morse@ferguson.com,VP Marketing,100010279,100152,1000,10,2,AG,100152,Sold-to Party,2025-10-25 17:36:40
300010757,Michelle,Webster,michelle.webster@chan.com,Director IT,100010280,100153,2000,30,0,AG,100153,Sold-to Party,2025-10-25 17:36:40
300010760,Kevin,Taylor,kevin.taylor@adams-perkins.biz,Director IT,100010282,100154,2000,10,2,AG,100154,Sold-to Party,2025-10-25 17:36:40
300010764,Sandra,Young,sandra.young@bryan.net,Manager Procurement,100010284,100155,2000,10,0,AG,100155,Sold-to Party,2025-10-25 17:36:40
300010765,Dawn,Delgado,dawn.delgado@bryan.net,CTO,100010284,100155,2000,10,0,AG,100155,Sold-to Party,2025-10-25 17:36:40
300010766,Mariah,Hunt,mariah.hunt@bryan.net,Senior Buyer,100010284,100155,2000,10,0,AG,100155,Sold-to Party,2025-10-25 17:36:40
300010767,Sarah,Landry,sarah.landry@coleman.org,VP Sales,100010285,100156,1000,10,1,AG,100156,Sold-to Party,2025-10-25 17:36:40
300010768,Curtis,Smith,curtis.smith@coleman.org,VP Operations,100010285,100156,1000,10,1,AG,100156,Sold-to Party,2025-10-25 17:36:40
300010769,Timothy,Foley,timothy.foley@snyder-olson.biz,CTO,100010286,100157,1000,10,1,AG,100157,Sold-to Party,2025-10-25 17:36:40
300010770,Elizabeth,Webb,elizabeth.webb@snyder-olson.biz,CEO,100010286,100157,1000,10,1,AG,100157,Sold-to Party,2025-10-25 17:36:40
300010771,Zachary,White,zachary.white@allison-delacruz.com,Manager Procurement,100010287,100158,1000,30,2,AG,100158,Sold-to Party,2025-10-25 17:36:40
300010772,Rodney,Smith,rodney.smith@allison-delacruz.com,VP Sales,100010287,100158,1000,30,2,AG,100158,Sold-to Party,2025-10-25 17:36:40
300010773,Steven,Thomas,steven.thomas@allison-delacruz.com,CTO,100010287,100158,1000,30,2,AG,100158,Sold-to Party,2025-10-25 17:36:40
300010774,Scott,Esparza,scott.esparza@allison-delacruz.com,VP Sales,100010287,100158,1000,30,2,AG,100158,Sold-to Party,2025-10-25 17:36:40
300010775,Rachel,Moore,rachel.moore@sharp-wallace.com,Senior Buyer,100010288,100159,2000,20,2,AG,100159,Sold-to Party,2025-10-25 17:36:40
300010776,John,Lucas,john.lucas@sharp-wallace.com,Senior Buyer,100010288,100159,2000,20,2,AG,100159,Sold-to Party,2025-10-25 17:36:40
300010777,John,Marks,john.marks@sharp-wallace.com,VP Operations,100010288,100159,2000,20,2,AG,100159,Sold-to Party,2025-10-25 17:36:40
300010781,Lisa,Foster,lisa.foster@davila.com,Manager Procurement,100010290,100160,1000,10,1,AG,100160,Sold-to Party,2025-10-25 17:36:40
300010782,Deborah,Hines,deborah.hines@davila.com,Senior Buyer,100010290,100160,1000,10,1,AG,100160,Sold-to Party,2025-10-25 17:36:40
300010783,Amanda,Chapman,amanda.chapman@mcclure.com,CFO,100010291,100161,1000,10,1,AG,100161,Sold-to Party,2025-10-25 17:36:40
300010784,Crystal,Lewis,crystal.lewis@gibson.com,VP Marketing,100010292,100162,1000,10,0,AG,100162,Sold-to Party,2025-10-25 17:36:40
300010785,Audrey,Munoz,audrey.munoz@gibson.com,VP Sales,100010292,100162,1000,10,0,AG,100162,Sold-to Party,2025-10-25 17:36:40
300010786,Breanna,Morse,breanna.morse@gibson.com,VP Marketing,100010292,100162,1000,10,0,AG,100162,Sold-to Party,2025-10-25 17:36:40
300010793,Michael,Nelson,michael.nelson@mcmahon-olson.net,Director Finance,100010295,100163,1000,10,2,AG,100163,Sold-to Party,2025-10-25 17:36:40
300010794,Marc,Martin,marc.martin@mcmahon-olson.net,CTO,100010295,100163,1000,10,2,AG,100163,Sold-to Party,2025-10-25 17:36:40
300010795,Craig,Hill,craig.hill@bailey.org,VP Marketing,100010296,100164,1000,20,1,AG,100164,Sold-to Party,2025-10-25 17:36:40
300010796,John,Flores,john.flores@bailey.org,Manager Procurement,100010296,100164,1000,20,1,AG,100164,Sold-to Party,2025-10-25 17:36:40
300010797,Randy,Barnes,randy.barnes@bruce-barker.biz,Director IT,100010297,100165,3000,10,0,AG,100165,Sold-to Party,2025-10-25 17:36:40
300010798,Andrew,Brock,andrew.brock@bruce-barker.biz,CTO,100010297,100165,3000,10,0,AG,100165,Sold-to Party,2025-10-25 17:36:40
300010799,Anne,Johnson,anne.johnson@bruce-barker.biz,CEO,100010297,100165,3000,10,0,AG,100165,Sold-to Party,2025-10-25 17:36:40
300010800,Selena,Hughes,selena.hughes@ayers.net,Director Finance,100010298,100166,1000,10,2,AG,100166,Sold-to Party,2025-10-25 17:36:40
300010801,Andrea,Foster,andrea.foster@ayers.net,Manager Procurement,100010298,100166,1000,10,2,AG,100166,Sold-to Party,2025-10-25 17:36:40
300010802,Andrea,Castillo,andrea.castillo@ayers.net,Director Finance,100010298,100166,1000,10,2,AG,100166,Sold-to Party,2025-10-25 17:36:40
300010803,Samuel,Klein,samuel.klein@ayers.net,VP Marketing,100010298,100166,1000,10,2,AG,100166,Sold-to Party,2025-10-25 17:36:40
300010813,Christine,Mcclure,christine.mcclure@rodriguez.com,VP Marketing,100010303,100167,2000,30,1,AG,100167,Sold-to Party,2025-10-25 17:36:40
300010814,Daniel,Leblanc,daniel.leblanc@rodriguez.com,VP Marketing,100010303,100167,2000,30,1,AG,100167,Sold-to Party,2025-10-25 17:36:40
300010815,Eric,Brock,eric.brock@rodriguez.com,CEO,100010303,100167,2000,30,1,AG,100167,Sold-to Party,2025-10-25 17:36:40
300010816,Cynthia,Obrien,cynthia.obrien@rodriguez.com,Manager Procurement,100010303,100167,2000,30,1,AG,100167,Sold-to Party,2025-10-25 17:36:40
300010824,Wesley,Wood,wesley.wood@coffey.org,Manager Procurement,100010306,100168,1000,10,0,AG,100168,Sold-to Party,2025-10-25 17:36:40
300010825,Andrea,Parker,andrea.parker@coffey.org,VP Operations,100010306,100168,1000,10,0,AG,100168,Sold-to Party,2025-10-25 17:36:40
300010827,Christopher,Mclaughlin,christopher.mclaughlin@robinson.com,VP Marketing,100010308,100169,2000,20,0,AG,100169,Sold-to Party,2025-10-25 17:36:40
300010828,James,Rosario,james.rosario@robinson.com,VP Marketing,100010308,100169,2000,20,0,AG,100169,Sold-to Party,2025-10-25 17:36:40
300010829,Matthew,Cooper,matthew.cooper@schmidt.net,CTO,100010309,100170,1000,20,2,AG,100170,Sold-to Party,2025-10-25 17:36:40
300010830,Shari,Singleton,shari.singleton@williams.com,Director Finance,100010310,100171,2000,30,2,AG,100171,Sold-to Party,2025-10-25 17:36:40
300010831,Carl,Collins,carl.collins@williams.com,VP Operations,100010310,100171,2000,30,2,AG,100171,Sold-to Party,2025-10-25 17:36:40
300010832,Ruth,Miller,ruth.miller@williams.com,CTO,100010310,100171,2000,30,2,AG,100171,Sold-to Party,2025-10-25 17:36:40
300010833,Nathaniel,Barker,nathaniel.barker@lopez.com,CTO,100010311,100172,3000,10,0,AG,100172,Sold-to Party,2025-10-25 17:36:40
300010834,Robert,Knight,robert.knight@lopez.com,CFO,100010311,100172,3000,10,0,AG,100172,Sold-to Party,2025-10-25 17:36:40
300010835,Mary,Cole,mary.cole@lopez.com,VP Sales,100010311,100172,3000,10,0,AG,100172,Sold-to Party,2025-10-25 17:36:40
300010838,Kendra,Carter,kendra.carter@myers-butler.com,Senior Buyer,100010313,100173,1000,30,1,AG,100173,Sold-to Party,2025-10-25 17:36:40
300010839,Jonathan,Henderson,jonathan.henderson@keller-smith.com,Senior Buyer,100010314,100174,1000,10,0,AG,100174,Sold-to Party,2025-10-25 17:36:40
300010840,Bryan,Rhodes,bryan.rhodes@keller-smith.com,VP Sales,100010314,100174,1000,10,0,AG,100174,Sold-to Party,2025-10-25 17:36:40
300010844,Michael,Johnson,michael.johnson@daniels.biz,CEO,100010316,100175,1000,10,0,AG,100175,Sold-to Party,2025-10-25 17:36:40
300010845,Ruben,Mckay,ruben.mckay@daniels.biz,CEO,100010316,100175,1000,10,0,AG,100175,Sold-to Party,2025-10-25 17:36:40
300010846,Tracy,Floyd,tracy.floyd@daniels.biz,Director Finance,100010316,100175,1000,10,0,AG,100175,Sold-to Party,2025-10-25 17:36:40
300010847,Shannon,Martinez,shannon.martinez@bowman.com,CFO,100010317,100176,1000,10,0,AG,100176,Sold-to Party,2025-10-25 17:36:40
300010848,Jennifer,Daniels,jennifer.daniels@bowman.com,Senior Buyer,100010317,100176,1000,10,0,AG,100176,Sold-to Party,2025-10-25 17:36:40
300010849,Ricardo,Bennett,ricardo.bennett@cardenas.com,VP Marketing,100010318,100177,1000,30,1,AG,100177,Sold-to Party,2025-10-25 17:36:40
300010850,Kelly,Kidd,kelly.kidd@cardenas.com,CFO,100010318,100177,1000,30,1,AG,100177,Sold-to Party,2025-10-25 17:36:40
300010851,Heather,White,heather.white@cardenas.com,Director Finance,100010318,100177,1000,30,1,AG,100177,Sold-to Party,2025-10-25 17:36:40
300010852,Troy,Love,troy.love@cardenas.com,Senior Buyer,100010318,100177,1000,30,1,AG,100177,Sold-to Party,2025-10-25 17:36:40
300010853,Frederick,Holmes,frederick.holmes@mcdonald.info,CFO,100010319,100178,1000,10,2,AG,100178,Sold-to Party,2025-10-25 17:36:40
300010854,George,Johnson,george.johnson@mcdonald.info,Director IT,100010319,100178,1000,10,2,AG,100178,Sold-to Party,2025-10-25 17:36:40
300010855,Andrew,Pope,andrew.pope@mcdonald.info,VP Operations,100010319,100178,1000,10,2,AG,100178,Sold-to Party,2025-10-25 17:36:40
300010856,Thomas,Johnson,thomas.johnson@williamson.com,VP Operations,100010320,100179,3000,20,2,AG,100179,Sold-to Party,2025-10-25 17:36:40
300010857,Christopher,Lopez,christopher.lopez@shelton-perez.com,CTO,100010321,100180,2000,20,0,AG,100180,Sold-to Party,2025-10-25 17:36:40
300010858,Kari,Thomas,kari.thomas@shelton-perez.com,CFO,100010321,100180,2000,20,0,AG,100180,Sold-to Party,2025-10-25 17:36:40
300010859,Kristin,Turner,kristin.turner@bennett.net,CTO,100010322,100181,3000,30,0,AG,100181,Sold-to Party,2025-10-25 17:36:40
300010860,John,Noble,john.noble@bennett.net,Director IT,100010322,100181,3000,30,0,AG,100181,Sold-to Party,2025-10-25 17:36:40
300010861,Rodney,Dunn,rodney.dunn@bennett.net,Senior Buyer,100010322,100181,3000,30,0,AG,100181,Sold-to Party,2025-10-25 17:36:40
300010862,Michael,Baker,michael.baker@bennett.net,VP Sales,100010322,100181,3000,30,0,AG,100181,Sold-to Party,2025-10-25 17:36:40
300010869,Jonathan,Nash,jonathan.nash@allen.org,VP Sales,100010325,100182,1000,10,0,AG,100182,Sold-to Party,2025-10-25 17:36:40
300010870,Peter,Morales,peter.morales@allen.org,CEO,100010325,100182,1000,10,0,AG,100182,Sold-to Party,2025-10-25 17:36:40
300010871,Mark,Lowe,mark.lowe@allen.org,Manager Procurement,100010325,100182,1000,10,0,AG,100182,Sold-to Party,2025-10-25 17:36:40
300010872,Mary,Harris,mary.harris@deleon-carter.com,Director IT,100010326,100183,3000,20,0,AG,100183,Sold-to Party,2025-10-25 17:36:40
300010873,Amy,Wise,amy.wise@deleon-carter.com,CEO,100010326,100183,3000,20,0,AG,100183,Sold-to Party,2025-10-25 17:36:40
300010874,Melvin,Hoover,melvin.hoover@brown.biz,Director IT,100010327,100184,2000,20,1,AG,100184,Sold-to Party,2025-10-25 17:36:40
300010878,Robert,Ruiz,robert.ruiz@church.net,VP Operations,100010329,100185,3000,20,1,AG,100185,Sold-to Party,2025-10-25 17:36:40
300010879,Christopher,Gonzalez,christopher.gonzalez@church.net,Manager Procurement,100010329,100185,3000,20,1,AG,100185,Sold-to Party,2025-10-25 17:36:40
300010880,Laura,Edwards,laura.edwards@church.net,VP Sales,100010329,100185,3000,20,1,AG,100185,Sold-to Party,2025-10-25 17:36:40
300010881,Amy,Fry,amy.fry@lynn.com,VP Sales,100010330,100186,1000,20,0,AG,100186,Sold-to Party,2025-10-25 17:36:40
300010882,Steven,Oliver,steven.oliver@lynn.com,VP Operations,100010330,100186,1000,20,0,AG,100186,Sold-to Party,2025-10-25 17:36:40
300010883,Joseph,Singh,joseph.singh@lynn.com,CEO,100010330,100186,1000,20,0,AG,100186,Sold-to Party,2025-10-25 17:36:40
300010888,Heather,Moore,heather.moore@edwards-miller.biz,Director Finance,100010333,100187,2000,20,1,AG,100187,Sold-to Party,2025-10-25 17:36:40
300010889,Donald,Robinson,donald.robinson@edwards-miller.biz,CEO,100010333,100187,2000,20,1,AG,100187,Sold-to Party,2025-10-25 17:36:40
300010890,Zachary,White,zachary.white@edwards-miller.biz,VP Operations,100010333,100187,2000,20,1,AG,100187,Sold-to Party,2025-10-25 17:36:40
300010898,Jonathan,Castro,jonathan.castro@roberson.com,Senior Buyer,100010336,100188,1000,30,1,AG,100188,Sold-to Party,2025-10-25 17:36:40
300010899,Shane,Oconnor,shane.oconnor@roberson.com,VP Sales,100010336,100188,1000,30,1,AG,100188,Sold-to Party,2025-10-25 17:36:40
300010900,William,Jenkins,william.jenkins@roberson.com,VP Marketing,100010336,100188,1000,30,1,AG,100188,Sold-to Party,2025-10-25 17:36:40
300010901,Shannon,Gonzalez,shannon.gonzalez@roberson.com,VP Operations,100010336,100188,1000,30,1,AG,100188,Sold-to Party,2025-10-25 17:36:40
300010902,Frances,Thomas,frances.thomas@mcguire.net,CTO,100010337,100189,1000,10,0,AG,100189,Sold-to Party,2025-10-25 17:36:40
300010903,Cindy,Harris,cindy.harris@mcguire.net,Senior Buyer,100010337,100189,1000,10,0,AG,100189,Sold-to Party,2025-10-25 17:36:40
300010904,Vicki,Martin,vicki.martin@cervantes-gross.com,Manager Procurement,100010338,100190,2000,10,1,AG,100190,Sold-to Party,2025-10-25 17:36:40
300010905,Jonathan,Anderson,jonathan.anderson@cervantes-gross.com,VP Sales,100010338,100190,2000,10,1,AG,100190,Sold-to Party,2025-10-25 17:36:40
300010920,April,Wise,april.wise@collins-morgan.com,Director Finance,100010344,100191,1000,10,2,AG,100191,Sold-to Party,2025-10-25 17:36:40
300010921,George,Fletcher,george.fletcher@collins-morgan.com,Director IT,100010344,100191,1000,10,2,AG,100191,Sold-to Party,2025-10-25 17:36:40
300010925,Michelle,Oneal,michelle.oneal@benson.info,VP Sales,100010346,100192,1000,30,0,AG,100192,Sold-to Party,2025-10-25 17:36:40
300010926,Taylor,Alexander,taylor.alexander@matthews.org,Senior Buyer,100010347,100193,1000,20,0,AG,100193,Sold-to Party,2025-10-25 17:36:40
300010927,Alexander,Neal,alexander.neal@matthews.org,Senior Buyer,100010347,100193,1000,20,0,AG,100193,Sold-to Party,2025-10-25 17:36:40
300010928,Brooke,Durham,brooke.durham@matthews.org,VP Operations,100010347,100193,1000,20,0,AG,100193,Sold-to Party,2025-10-25 17:36:40
300010931,Wendy,Wagner,wendy.wagner@shaw-smith.com,Senior Buyer,100010349,100194,1000,10,2,AG,100194,Sold-to Party,2025-10-25 17:36:40
300010936,Edward,Herrera,edward.herrera@peterson.com,CTO,100010351,100195,1000,10,0,AG,100195,Sold-to Party,2025-10-25 17:36:40
300010937,Teresa,Thomas,teresa.thomas@peterson.com,Senior Buyer,100010351,100195,1000,10,0,AG,100195,Sold-to Party,2025-10-25 17:36:40
300010943,Richard,Washington,richard.washington@cummings-burke.info,Manager Procurement,100010354,100196,1000,10,2,AG,100196,Sold-to Party,2025-10-25 17:36:40
300010944,Christopher,Reed,christopher.reed@cummings-burke.info,CTO,100010354,100196,1000,10,2,AG,100196,Sold-to Party,2025-10-25 17:36:40
300010945,Cynthia,Brown,cynthia.brown@murray.com,Director IT,100010355,100197,2000,30,0,AG,100197,Sold-to Party,2025-10-25 17:36:40
300010946,Matthew,Coleman,matthew.coleman@murray.com,VP Operations,100010355,100197,2000,30,0,AG,100197,Sold-to Party,2025-10-25 17:36:40
300010961,Danielle,Smith,danielle.smith@sandoval-hill.info,VP Sales,100010361,100198,1000,20,1,AG,100198,Sold-to Party,2025-10-25 17:36:40
300010962,Tammy,Cooke,tammy.cooke@sandoval-hill.info,VP Marketing,100010361,100198,1000,20,1,AG,100198,Sold-to Party,2025-10-25 17:36:40
300010963,Ariel,Bowman,ariel.bowman@sandoval-hill.info,Director IT,100010361,100198,1000,20,1,AG,100198,Sold-to Party,2025-10-25 17:36:40
300010964,Travis,Stewart,travis.stewart@tucker.net,VP Marketing,100010362,100199,1000,10,1,AG,100199,Sold-to Party,2025-10-25 17:36:40
300010965,Stephen,Avila,stephen.avila@tucker.net,Manager Procurement,100010362,100199,1000,10,1,AG,100199,Sold-to Party,2025-10-25 17:36:40
300010966,Frank,Cunningham,frank.cunningham@tucker.net,VP Sales,100010362,100199,1000,10,1,AG,100199,Sold-to Party,2025-10-25 17:36:40
300010967,Elizabeth,Reynolds,elizabeth.reynolds@wang.biz,CFO,100010363,100200,1000,20,1,AG,100200,Sold-to Party,2025-10-25 17:36:40
300010968,Stephanie,Molina,stephanie.molina@wang.biz,VP Marketing,100010363,100200,1000,20,1,AG,100200,Sold-to Party,2025-10-25 17:36:40
300010971,Anthony,Wilson,anthony.wilson@morrison.info,CEO,100010365,100201,1000,30,0,AG,100201,Sold-to Party,2025-10-25 17:36:40
300010972,Brian,Jones,brian.jones@morrison.info,Manager Procurement,100010365,100201,1000,30,0,AG,100201,Sold-to Party,2025-10-25 17:36:40
300010973,Ashley,Mason,ashley.mason@morrison.info,CTO,100010365,100201,1000,30,0,AG,100201,Sold-to Party,2025-10-25 17:36:40
300010974,Bobby,Myers,bobby.myers@morrison.info,CTO,100010365,100201,1000,30,0,AG,100201,Sold-to Party,2025-10-25 17:36:40
300010975,Joanna,Brown,joanna.brown@thomas.org,VP Marketing,100010366,100202,1000,20,0,AG,100202,Sold-to Party,2025-10-25 17:36:40
300010976,Lauren,Austin,lauren.austin@thomas.org,CEO,100010366,100202,1000,20,0,AG,100202,Sold-to Party,2025-10-25 17:36:40
300010977,Shannon,Warren,shannon.warren@thomas.org,CTO,100010366,100202,1000,20,0,AG,100202,Sold-to Party,2025-10-25 17:36:40
300010981,Ann,Miller,ann.miller@grimes-washington.com,Manager Procurement,100010368,100203,1000,20,2,AG,100203,Sold-to Party,2025-10-25 17:36:40
300010982,Rebecca,Cortez,rebecca.cortez@grimes-washington.com,Senior Buyer,100010368,100203,1000,20,2,AG,100203,Sold-to Party,2025-10-25 17:36:40
300010983,Dawn,Thomas,dawn.thomas@grimes-washington.com,Director IT,100010368,100203,1000,20,2,AG,100203,Sold-to Party,2025-10-25 17:36:40
300010999,Daniel,Baker,daniel.baker@harris.com,CEO,100010373,100204,2000,10,0,AG,100204,Sold-to Party,2025-10-25 17:36:40
300011000,Charles,Butler,charles.butler@harris.com,VP Marketing,100010373,100204,2000,10,0,AG,100204,Sold-to Party,2025-10-25 17:36:40
300011001,Jesse,Bryant,jesse.bryant@harris.com,CTO,100010373,100204,2000,10,0,AG,100204,Sold-to Party,2025-10-25 17:36:40
300011002,Brian,Bernard,brian.bernard@harris.com,CFO,100010373,100204,2000,10,0,AG,100204,Sold-to Party,2025-10-25 17:36:40
300011003,Jose,Castro,jose.castro@rodriguez-taylor.com,VP Sales,100010374,100205,1000,10,1,AG,100205,Sold-to Party,2025-10-25 17:36:40
300011004,Brenda,Green,brenda.green@rodriguez-taylor.com,Senior Buyer,100010374,100205,1000,10,1,AG,100205,Sold-to Party,2025-10-25 17:36:40
300011005,Michelle,Morris,michelle.morris@rodriguez-taylor.com,CTO,100010374,100205,1000,10,1,AG,100205,Sold-to Party,2025-10-25 17:36:40
300011007,John,Porter,john.porter@santos.biz,Senior Buyer,100010376,100206,3000,20,2,AG,100206,Sold-to Party,2025-10-25 17:36:40
300011008,Randy,Henry,randy.henry@santos.biz,Director IT,100010376,100206,3000,20,2,AG,100206,Sold-to Party,2025-10-25 17:36:40
300011009,Lauren,Harmon,lauren.harmon@santos.biz,CTO,100010376,100206,3000,20,2,AG,100206,Sold-to Party,2025-10-25 17:36:40
300011010,David,Doyle,david.doyle@craig.com,VP Sales,100010377,100207,1000,10,1,AG,100207,Sold-to Party,2025-10-25 17:36:40
300011011,Raymond,Conner,raymond.conner@craig.com,CTO,100010377,100207,1000,10,1,AG,100207,Sold-to Party,2025-10-25 17:36:40
300011012,Daniel,Herring,daniel.herring@wallace.com,CEO,100010378,100208,1000,10,0,AG,100208,Sold-to Party,2025-10-25 17:36:40
300011013,Shane,Rhodes,shane.rhodes@wallace.com,VP Marketing,100010378,100208,1000,10,0,AG,100208,Sold-to Party,2025-10-25 17:36:40
300011014,Paul,Boyer,paul.boyer@wallace.com,CEO,100010378,100208,1000,10,0,AG,100208,Sold-to Party,2025-10-25 17:36:40
300011015,Carl,Stewart,carl.stewart@gomez.com,VP Sales,100010379,100209,1000,20,0,AG,100209,Sold-to Party,2025-10-25 17:36:40
300011016,George,Maynard,george.maynard@gomez.com,Director IT,100010379,100209,1000,20,0,AG,100209,Sold-to Party,2025-10-25 17:36:40
300011017,Cindy,Joseph,cindy.joseph@gomez.com,CEO,100010379,100209,1000,20,0,AG,100209,Sold-to Party,2025-10-25 17:36:40
300011025,Kristen,Carson,kristen.carson@davis.com,VP Operations,100010382,100210,1000,10,0,AG,100210,Sold-to Party,2025-10-25 17:36:40
300011026,Gary,Stewart,gary.stewart@davis.com,Director Finance,100010382,100210,1000,10,0,AG,100210,Sold-to Party,2025-10-25 17:36:40
300011027,Jasmine,Williams,jasmine.williams@davis.com,CFO,100010382,100210,1000,10,0,AG,100210,Sold-to Party,2025-10-25 17:36:40
300011028,Christina,Harris,christina.harris@davis.com,CTO,100010382,100210,1000,10,0,AG,100210,Sold-to Party,2025-10-25 17:36:40
300011029,Donald,Ellis,donald.ellis@mathews-lopez.org,CEO,100010383,100211,2000,10,0,AG,100211,Sold-to Party,2025-10-25 17:36:40
300011030,Kimberly,Ward,kimberly.ward@mathews-lopez.org,VP Marketing,100010383,100211,2000,10,0,AG,100211,Sold-to Party,2025-10-25 17:36:40
300011031,Jason,Jones,jason.jones@mathews-lopez.org,VP Sales,100010383,100211,2000,10,0,AG,100211,Sold-to Party,2025-10-25 17:36:40
300011032,Amber,Blackwell,amber.blackwell@mathews-lopez.org,CFO,100010383,100211,2000,10,0,AG,100211,Sold-to Party,2025-10-25 17:36:40
300011033,Daniel,Knight,daniel.knight@parker-graham.com,CTO,100010384,100212,2000,20,0,AG,100212,Sold-to Party,2025-10-25 17:36:40
300011034,Michael,Fernandez,michael.fernandez@parker-graham.com,VP Sales,100010384,100212,2000,20,0,AG,100212,Sold-to Party,2025-10-25 17:36:40
300011037,Ricardo,Hill,ricardo.hill@chambers.com,Manager Procurement,100010386,100213,2000,10,0,AG,100213,Sold-to Party,2025-10-25 17:36:40
